UNIQUE_CARRIER_NAME,YEAR,QUARTER,Overall - OP_EXPENSES,Overall - OP_PROFIT_LOSS,Overall - OP_REVENUES,Rev - CHARTER_PAX,Rev - CHARTER_PROP,Rev - MAIL,Rev - MISC_OP_REV,Rev - PROP_BAG,Rev - PROP_FREIGHT,Rev - PUB_SVC_REVENUE,Rev - RES_CANCEL_FEES,Rev - TOTAL_CHARTER,Rev - TOTAL_MISC_REV,Rev - TOTAL_PROPERTY,Rev - TRANS_REVENUE,Rev - TRANS_REV_PAX,Exp - AIRCFT_SERVICES,Exp - FLYING_OPS,Exp - GENERAL_ADMIN,Exp - GENERAL_SERVICES,Exp - MAINTENANCE,Exp - PAX_SERVICE,Exp - PROMOTION_SALES,Exp - TRANS_EXPENSES
         Federal Express Corporation         ,2009-01-01T00:00:00Z,2,136621,24110,160731,NA,98,24,1073,NA,105594,NA,NA,98,1073,105594,53942,NA,20955,33383,16835,NA,11069,NA,2665,46355
               JetBlue Airways               ,2009-01-01T00:00:00Z,2,45303.23,4321.17,49624.4,NA,NA,NA,285.32,681.19,73.26,NA,1651.83,NA,1937.15,754.45,1886.33,45046.47,8200.04,21287.5,2403.86,NA,3474.36,2572.04,3347.73,572.29
              Spirit Air Lines               ,2009-01-01T00:00:00Z,2,31734,7595,39329,NA,NA,NA,3073,3653,NA,NA,1296,NA,4369,3653,310,30997,6064,17755,1685,NA,2289,1678,2038,NA
            United Air Lines Inc.            ,2009-01-01T00:00:00Z,2,95505,-11921,83584,NA,NA,799,503,352,5388,NA,1143,NA,1646,5740,5485,69914,16797,34966,7087,NA,12683,10878,5535,1413
            Alaska Airlines Inc.             ,2010-01-01T00:00:00Z,2,43054,925,43979,123,8,NA,NA,1578,246,NA,791,131,791,1824,NA,41233,6713,18636,3558,NA,4373,3607,3075,NA
         Federal Express Corporation         ,2010-01-01T00:00:00Z,2,186486,44650,231136,NA,200,NA,1012,NA,164835,NA,NA,200,1012,164835,65089,NA,34562,47617,21319,NA,18366,NA,4706,53772
               JetBlue Airways               ,2010-01-01T00:00:00Z,2,112527.4,21081.94,133609.34,NA,NA,NA,500.2,1868.14,312.13,NA,3996.35,NA,4496.55,2180.27,5101.13,121831.4,12720.81,57626.28,7365.83,NA,9738.8,6457.57,9626.48,1261.55
              Spirit Air Lines               ,2010-01-01T00:00:00Z,2,34235,-423,33812,NA,NA,NA,3837,3278,NA,NA,1051,NA,4888,3278,261,25385,5345,21251,1507,NA,2115,1641,2170,NA
            United Air Lines Inc.            ,2010-01-01T00:00:00Z,2,126671,7437,134108,NA,NA,840,613,982,8324,NA,17,NA,630,9306,7413,115919,19572,53593,9903,NA,15087,12280,7820,1840
            Alaska Airlines Inc.             ,2011-01-01T00:00:00Z,2,59702,1724,61426,100,9,0,0,3020,-274,0,139,NA,NA,NA,0,58431,8313,30181,3937,NA,4791,4569,4091,0
           American Airlines Inc.            ,2011-01-01T00:00:00Z,2,1180730,59004,1239734,2318,0,2645,4178,31449,42463,0,25494,NA,NA,NA,213772,917415,165167,474246,62959,NA,114629,101867,83746,131654
         Federal Express Corporation         ,2011-01-01T00:00:00Z,2,208840,-22171,186669,NA,0,368,1049,NA,130213,NA,NA,NA,NA,NA,55039,NA,39512,55005,23293,NA,16010,NA,6382,62853
               JetBlue Airways               ,2011-01-01T00:00:00Z,2,138583.33,49115.65,187698.98,0,0,0,804.09,2567.25,386.63,0,4973.15,NA,NA,NA,8182.23,170785.64,13842.7,80306.07,6312.68,NA,11151.16,7036.24,10245.25,1480.91
            United Air Lines Inc.            ,2011-01-01T00:00:00Z,2,191548.97,10481.57,202030.54,0,0,946.2,955.49,1187.96,8366.42,0,105.66,NA,NA,NA,15490.33,174978.48,28396.37,81527.83,14947.02,NA,25266.08,17408.74,10471.29,3112.26
            Alaska Airlines Inc.             ,2012-01-01T00:00:00Z,2,57421,4794,62215,150,10,0,0,2615,289,0,420,NA,NA,NA,0,58733,8423,28206,4412,NA,4522,4522,3656,0
           American Airlines Inc.            ,2012-01-01T00:00:00Z,2,1223597,116083,1339680,3066,0,2903,4154,30617,47196,0,27426,NA,NA,NA,232399,991919,152565,472773,125235,NA,113662,97647,71368,144852
               JetBlue Airways               ,2012-01-01T00:00:00Z,2,163858.67,38667.7,202526.37,656.12,0,0,936.55,2823.02,477.35,0,5504.26,NA,NA,NA,7588.81,184540.26,16897.12,90730.45,7392.59,NA,17794.89,8672.42,11506.31,1418.58
           Southwest Airlines Co.            ,2012-01-01T00:00:00Z,2,36262,4011,40273,83,0,0,2732,441,365,0,100,NA,NA,NA,75,36477,5321,18935,2223,NA,3749,2321,1929,22
            United Air Lines Inc.            ,2012-01-01T00:00:00Z,2,790107.34,23378.73,813486.07,0,0,1491.36,1822.97,18954.5,19437.95,0,16252.11,NA,NA,NA,98219.15,657308.04,116563.05,334478.77,57139.21,NA,65924.47,56984.7,50426.86,78257.68
            Alaska Airlines Inc.             ,2013-01-01T00:00:00Z,2,59346,5460,64806,160,11,141,0,1649,240,0,1511,NA,NA,NA,0,61094,8858,28382,4213,NA,5315,4695,4064,0
           American Airlines Inc.            ,2013-01-01T00:00:00Z,2,1243933,157665,1401598,3724,0,4011,4073,28582,44375,0,28975,NA,NA,NA,235984,1051874,159959,495332,75012,NA,125624,109409,76718,154566
               JetBlue Airways               ,2013-01-01T00:00:00Z,2,179925.97,58801.59,238727.56,274.64,0,0,1069.08,3152.38,723.87,0,6129.44,NA,NA,NA,8747.7,218630.47,18102.46,99069.47,6894.99,NA,21720.34,9529.36,12175.81,1537.12
           Southwest Airlines Co.            ,2013-01-01T00:00:00Z,2,51588,5304,56892,135,0,0,1804,521,527,0,87,NA,NA,NA,145,53673,8259,25796,3274,NA,5184,3516,2832,107
              Spirit Air Lines               ,2013-01-01T00:00:00Z,2,40869.8,8010.86,48880.66,0,0,0,10538.8,6419.84,0,0,937.98,NA,NA,NA,331.74,30652.31,2608.83,25073.72,5937.26,0,2545.17,1719.06,2073.28,0
            United Air Lines Inc.            ,2013-01-01T00:00:00Z,2,791303.25,-3033.86,788269.38,0,0,807.51,1567.64,14386.62,17404.17,0,19044.19,NA,NA,NA,72368.88,662690.39,123204.77,320063.17,56404.58,NA,66153.07,57794.08,42564.72,88014.88
            Alaska Airlines Inc.             ,2014-01-01T00:00:00Z,2,58632,7881,66512,163,10,131,0,1953,190,0,1534,NA,NA,NA,0,62532,8201,28080,5191,NA,4594,4519,4187,0
           American Airlines Inc.            ,2014-01-01T00:00:00Z,2,1432617,94983,1527600,4164,0,4684,3820,30994,50987,0,29969,NA,NA,NA,276913,1126069,170088,552891,136149,NA,144911,119414,77258,177713
               JetBlue Airways               ,2014-01-01T00:00:00Z,2,222873.76,57304.41,280178.17,863.56,0,0,1383.95,3886.5,901.83,0,7425.93,NA,NA,NA,10037.56,255678.85,23514.14,117987.74,11210.05,NA,23728.5,12719.4,18320.22,1734.42
           Southwest Airlines Co.            ,2014-01-01T00:00:00Z,2,54223,9924,64147,172,0,0,2032,294,567,0,49,NA,NA,NA,203,60830,8890,26257,4221,NA,5051,3868,2779,225
              Spirit Air Lines               ,2014-01-01T00:00:00Z,2,45726.39,12196.72,57923.11,0,0,0,9857.11,9364.34,0,0,1095.34,NA,NA,NA,355.63,37250.7,3066.49,28109.99,5842.79,0,3110.58,1942.22,2338.47,0
            United Air Lines Inc.            ,2014-01-01T00:00:00Z,2,838902.37,76581.92,915484.29,0,0,1170.56,1772.74,17747.36,14674.99,0,21212.5,NA,NA,NA,128492.76,730413.38,112639.32,343372.14,70527.97,NA,73080.66,57242.48,46185.65,95430.17
            Alaska Airlines Inc.             ,2015-01-01T00:00:00Z,2,51331,12651,63982,148,11,32,0,1783,177,0,1627,NA,NA,NA,0,60203,8431,21095,4981,NA,3933,5293,3740,0
           American Airlines Inc.            ,2015-01-01T00:00:00Z,2,1136052.88,128827.01,1264879.89,974.65,0,4031.86,20131.18,30445.58,38410.8,0,30017.52,NA,NA,NA,231460.3,909408,115812.52,409025.56,133067.59,0,120060.51,91967.61,51758.37,164330.86
            Delta Air Lines Inc.             ,2015-01-01T00:00:00Z,2,615111,43226,658337,0,0,0,36922,0,11401,0,14462,NA,NA,NA,61802,533750,81666,202391,42527,NA,64717,43769,38195,99802
               JetBlue Airways               ,2015-01-01T00:00:00Z,2,219925.1,76178.03,296103.13,921.65,0,0,1472.97,4240.33,924.66,0,7960.28,NA,NA,NA,7664.2,272919.05,25536.44,105591.22,11380.15,NA,27679.11,16711.38,18075.71,266
           Southwest Airlines Co.            ,2015-01-01T00:00:00Z,2,59384,16007,75391,178,0,0,2510,176,683,0,0,NA,NA,NA,276,71568,10869,24797,4574,NA,6007,5801,3360,319
              Spirit Air Lines               ,2015-01-01T00:00:00Z,2,41817.34,11864.54,53681.88,0,0,0,13205.17,7100.04,0,0,1084.96,NA,NA,NA,0,32291.71,3330.04,22500.51,7081.57,0,2974.52,2100.36,2167.89,0
            United Air Lines Inc.            ,2015-01-01T00:00:00Z,2,787701.63,69353.82,857055.45,0,0,1187.63,1459.24,18854.37,14379.79,0,22347.97,NA,NA,NA,104065.67,694760.79,137744.54,278786.47,71568.93,NA,74196.24,69007.61,45111.95,69155.25
            Alaska Airlines Inc.             ,2016-01-01T00:00:00Z,2,51150,15345,66495,181,11,0,0,2101,167,0,1739,NA,NA,NA,0,62296,8718,18518,4757,NA,4468,5924,4166,0
           American Airlines Inc.            ,2016-01-01T00:00:00Z,2,1113371.9,298509.33,1411881.23,0,0,5813.11,10316.06,46708.05,37898.21,0,38184.47,NA,NA,NA,334477.16,938484.17,160150.67,384768.88,180301.93,0,131589.04,119030.32,67750.73,5964.89
            Delta Air Lines Inc.             ,2016-01-01T00:00:00Z,2,524525,107579,632104,0,0,0,42832,0,10008,0,13454,NA,NA,NA,49084,516726,87378,176588,36393,NA,61638,47463,40205,33437
               JetBlue Airways               ,2016-01-01T00:00:00Z,2,229517.47,57824.78,287342.25,2600.59,0,0,1318.76,10570.33,1.56,0,6479.93,NA,NA,NA,9825.69,256545.4,29536.63,90819.63,19830.83,NA,31524.06,19497.86,20298.48,86.39
           Southwest Airlines Co.            ,2016-01-01T00:00:00Z,2,79286,24627,103913,230,0,0,7589,231,859,0,0,NA,NA,NA,337,94667,15223,30603,6828,NA,8763,6736,4884,491
              Spirit Air Lines               ,2016-01-01T00:00:00Z,2,42993.75,11330.65,54324.39,0,0,0,12579.02,10382.3,0,0,1060.99,NA,NA,NA,106.06,30196.02,3846.86,20482.93,8406.65,0,3028.91,2611,2296.38,0
            United Air Lines Inc.            ,2016-01-01T00:00:00Z,2,770681.48,-10933.71,759747.77,NA,NA,1051.88,519.48,18437.65,11547.37,NA,20443.36,NA,NA,NA,94345.75,613402.28,134024.16,230824.81,73598.06,NA,75189.71,61512.91,46423.68,61737.24
            Alaska Airlines Inc.             ,2017-01-01T00:00:00Z,2,61229,17949,79178,196,11,0,0,2447,150,0,1827,NA,NA,NA,0,74547,10711,22863,5134,NA,5722,6942,5834,0
           American Airlines Inc.            ,2017-01-01T00:00:00Z,2,1219320.07,118669.94,1337990,0,0,5346.92,10897.64,43134.48,33818.62,0,32662.37,NA,NA,NA,100949.18,1111180.8,173139.98,443117.58,194549.54,0,148205.55,122380.78,68355.13,5490.63
            Delta Air Lines Inc.             ,2017-01-01T00:00:00Z,2,603419,105132,708551,0,0,0,48823,0,9954,0,14734,NA,NA,NA,41720,593320,98288,214540,40157,NA,68016,59420,46671,27980
               JetBlue Airways               ,2017-01-01T00:00:00Z,2,251910.04,102362.18,354272.21,44.76,0,0,1320.86,16198.67,0,0,7448.3,NA,NA,NA,16908.45,312351.18,32598.68,101961.49,19741.08,NA,35900.65,22172.51,19252.11,100.86
           Southwest Airlines Co.            ,2017-01-01T00:00:00Z,2,108755,30249,139004,301,0,0,10303,298,1072,0,0,NA,NA,NA,386,126644,20906,43730,8912,NA,10296,9280,7036,657
              Spirit Air Lines               ,2017-01-01T00:00:00Z,2,48929.38,11415.31,60344.69,0,0,0,13452.99,10822.59,0,0,1123.38,NA,NA,NA,121.71,34824.02,4105.76,22306.05,10269.7,0,3736,2901.31,2572.07,0
            United Air Lines Inc.            ,2017-01-01T00:00:00Z,2,816961.64,61987.81,878949.44,NA,NA,411.74,1238.29,24235.24,14883.69,NA,19204.42,NA,NA,NA,97209.93,721766.13,157900.59,261074.05,79108.66,NA,75996.83,79747.98,51723.41,61660.01
            Alaska Airlines Inc.             ,2018-01-01T00:00:00Z,2,77096,7629,84725,164,9,30,0,3816,42,0,2291,NA,NA,NA,0,78371,11424,34947,7378,NA,6903,6626,5960,0
           American Airlines Inc.            ,2018-01-01T00:00:00Z,2,1314240.56,226663.6,1540904.15,0,0,6614.45,99840.33,44407.38,45633.68,0,32238.44,NA,NA,NA,27940.51,1284229.38,164743.29,531775.98,203075.8,0,146345.8,126719.37,67260.77,5534.13
            Delta Air Lines Inc.             ,2018-01-01T00:00:00Z,2,645336,110299,755635,0,0,0,61636,26931,12352,0,12980,NA,NA,NA,33475,608261,93461,258739,51758,NA,55559,56964,49676,27724
               JetBlue Airways               ,2018-01-01T00:00:00Z,2,340258.93,55396.26,395655.19,-3.14,0,0,1510.98,17681.64,3.59,0,8953.5,NA,NA,NA,16963.4,350545.2,57388.25,144496.65,20207.23,NA,45273.83,27490.15,21773.17,119.56
           Southwest Airlines Co.            ,2018-01-01T00:00:00Z,2,126427,25749,152176,221,0,0,12850,356,1175,0,0,NA,NA,NA,551,137023,23786,53528,9246,NA,12706,10790,7741,801
              Spirit Air Lines               ,2018-01-01T00:00:00Z,2,72838.55,10635.07,83473.62,0,0,0,18444.91,15842.3,0,0,1460.03,NA,NA,NA,184.96,47541.42,6083.86,38507.91,11745.97,0,4603.29,3997.21,3429.74,0
            Alaska Airlines Inc.             ,2019-01-01T00:00:00Z,2,69661,8867,78528,110,10,-2,0,3760,-118,0,2304,NA,NA,NA,0,72463,10380,30923,5953,NA,6685,7086,4921,0
           American Airlines Inc.            ,2019-01-01T00:00:00Z,2,1248793.16,244122.63,1492915.78,0,0,5966.6,99813.26,48081.43,40770.68,0,28671.29,NA,NA,NA,28943.18,1240669.35,153383.37,496508.6,186713.64,0,148728.28,124246.51,65404.71,5441.22
            Delta Air Lines Inc.             ,2019-01-01T00:00:00Z,2,626582,146483,773065,0,0,0,65983,31301,9537,0,11107,NA,NA,NA,26982,628155,100932,238016,50866,NA,46435,59772,50610,23661
               JetBlue Airways               ,2019-01-01T00:00:00Z,2,412809.26,26200.47,439009.73,0,0,0,1594.56,21422.85,1.67,0,11823.75,NA,NA,NA,18751.33,385415.57,70565.09,180499.36,25525.46,NA,48237.94,34704.08,24414.09,122.07
           Southwest Airlines Co.            ,2019-01-01T00:00:00Z,2,142313,27881,170194,83,0,0,15652,396,1288,0,0,NA,NA,NA,1052,151723,27166,57743,11315,NA,15821,12374,8309,922
              Spirit Air Lines               ,2019-01-01T00:00:00Z,2,102731.12,19836.54,122567.66,0,0,0,27049.96,23584.73,0,0,1961.42,NA,NA,NA,270.45,69701.11,8351.3,52987.51,17784.92,0,6314.36,5735.71,4912.86,0
            United Air Lines Inc.            ,2019-01-01T00:00:00Z,2,861197.58,81315.9,942513.49,373.11,NA,576.5,167.83,26459.9,18884.28,NA,15397.53,NA,NA,NA,105463.58,775190.76,150105.44,314129.36,69171.23,NA,72230.91,82100.24,56351.27,66769.16
           American Airlines Inc.            ,2000-01-01T00:00:00Z,2,127884,19288,147172,NA,NA,1676,365,236,17988,NA,NA,NA,365,18224,4658,122249,18151,32151,9157,NA,6774,20051,31159,1789
            Delta Air Lines Inc.             ,2000-01-01T00:00:00Z,2,79524,-15967,63557,NA,NA,158,66,149,8888,NA,NA,NA,66,9037,-5628,59924,11699,32759,5262,NA,5051,15289,5969,282
         Federal Express Corporation         ,2000-01-01T00:00:00Z,2,421991,-9444,412547,NA,20816,2737,4440,NA,282382,NA,NA,20816,4440,282382,102172,NA,84319,102755,38899,NA,45360,NA,20312,103363
            United Air Lines Inc.            ,2000-01-01T00:00:00Z,2,729346,39213,768559,NA,NA,9058,3903,1153,84583,NA,41,NA,3944,85736,38691,631130,90602,243742,16709,NA,68705,124427,126781,16768
           American Airlines Inc.            ,2001-01-01T00:00:00Z,2,136434,9391,145825,NA,NA,1485,400,242,16670,NA,NA,NA,400,16912,4993,122035,19853,40284,13196,NA,6193,21979,21664,2579
            Delta Air Lines Inc.             ,2001-01-01T00:00:00Z,2,73661,-9632,64029,NA,NA,208,-250,73,4958,NA,NA,NA,-250,5031,2970,56070,11392,24857,4174,NA,9605,7761,7423,2092
         Federal Express Corporation         ,2001-01-01T00:00:00Z,2,409595,-28708,380887,NA,11697,2626,5485,NA,266580,NA,NA,11697,5485,266580,94499,NA,79122,111242,49801,NA,37182,NA,15049,95610
           American Airlines Inc.            ,2002-01-01T00:00:00Z,2,98061,1659,99720,NA,NA,1135,294,217,13328,NA,NA,NA,294,13545,6372,78374,13822,28710,5406,NA,8088,18078,14922,78
            Delta Air Lines Inc.             ,2002-01-01T00:00:00Z,2,33120,265,33385,NA,NA,291,-745,65,1175,NA,-202,NA,-947,1240,7658,25143,6301,10390,2503,NA,3228,3810,3723,1610
         Federal Express Corporation         ,2002-01-01T00:00:00Z,2,466069,55928,521997,NA,5813,3726,6126,NA,382209,NA,NA,5813,6126,382209,124123,NA,88406,105019,86032,NA,41179,NA,14086,111085
           American Airlines Inc.            ,2003-01-01T00:00:00Z,2,83823,-1028,82795,NA,NA,1220,348,254,13613,NA,NA,NA,348,13867,9788,57572,8338,19950,6510,NA,8818,16883,6535,8731
            Delta Air Lines Inc.             ,2003-01-01T00:00:00Z,2,39179,-16240,22939,NA,NA,266,-513,61,1573,NA,72,NA,-441,1634,3569,17911,3728,21228,1631,NA,3706,2119,2017,1386
         Federal Express Corporation         ,2003-01-01T00:00:00Z,2,527193,73486,600679,NA,18589,4384,8135,NA,432912,NA,NA,18589,8135,432912,136659,NA,99191,118513,112257,NA,39432,NA,15897,119979
           American Airlines Inc.            ,2004-01-01T00:00:00Z,2,129318,38829,168147,NA,NA,1535,795,504,20676,NA,NA,NA,795,21180,22874,121763,12199,37793,793,NA,16712,23216,12905,14548
            Delta Air Lines Inc.             ,2004-01-01T00:00:00Z,2,32772,6744,39516,NA,NA,116,-771,45,3186,NA,77,NA,-694,3231,9126,27737,5779,10443,2222,NA,2045,3477,3268,2753
         Federal Express Corporation         ,2004-01-01T00:00:00Z,2,560058,27177,587235,NA,18106,3608,9047,NA,430697,NA,NA,18106,9047,430697,125777,NA,118629,141260,67316,NA,74255,NA,17350,119974
            United Air Lines Inc.            ,2004-01-01T00:00:00Z,2,622554,36341,658895,3489,NA,11756,2277,1947,61007,NA,143,3489,2420,62954,33346,544930,74440,221927,29855,NA,57656,94420,80053,25801
           American Airlines Inc.            ,2005-01-01T00:00:00Z,2,217519,-10438,207081,NA,NA,1582,838,685,23191,NA,NA,NA,838,23876,29534,151251,23779,77418,26866,NA,12937,26405,14683,22639
            Delta Air Lines Inc.             ,2005-01-01T00:00:00Z,2,32924,9236,42160,NA,NA,188,-747,52,3064,NA,89,NA,-658,3116,9588,29926,5729,11868,2297,NA,2027,3251,2948,2549
         Federal Express Corporation         ,2005-01-01T00:00:00Z,2,602812,70067,672879,NA,14748,1852,4352,NA,510464,NA,NA,14748,4352,510464,141463,NA,141887,181717,63105,NA,49251,NA,17175,128049
           American Airlines Inc.            ,2006-01-01T00:00:00Z,2,267521,-10262,257259,NA,NA,1122,931,1119,33682,NA,NA,NA,931,34801,37910,182495,24736,107302,25851,NA,17042,31078,15833,30973
            Delta Air Lines Inc.             ,2006-01-01T00:00:00Z,2,38807,5837,44644,NA,NA,15,-694,41,3242,NA,70,NA,-624,3283,10620,31350,4765,14176,2103,NA,2962,2495,3048,6656
         Federal Express Corporation         ,2006-01-01T00:00:00Z,2,678514,65504,744018,NA,9359,1388,5243,NA,576119,NA,NA,9359,5243,576119,151909,NA,153196,209434,77738,NA,55774,NA,18203,140505
            United Air Lines Inc.            ,2006-01-01T00:00:00Z,2,875704,14617,890321,NA,NA,10904,2106,3124,78289,NA,89,NA,2195,81413,73111,722698,93372,374076,62641,NA,93034,102363,67650,29831
           American Airlines Inc.            ,2007-01-01T00:00:00Z,2,217904,18308,236212,NA,NA,1588,781,1138,20421,NA,NA,NA,781,21559,35245,177039,18464,82802,20050,NA,20514,24396,14427,25833
            Delta Air Lines Inc.             ,2007-01-01T00:00:00Z,2,50107,3665,53772,NA,NA,32,867,45,3037,NA,94,NA,961,3082,11215,38482,5636,16997,4121,NA,5431,2950,3541,8334
         Federal Express Corporation         ,2007-01-01T00:00:00Z,2,708468,75348,783816,NA,10287,1093,1583,NA,546370,NA,NA,10287,1583,546370,224483,NA,100599,214873,82373,NA,87154,NA,12677,182554
            United Air Lines Inc.            ,2007-01-01T00:00:00Z,2,816799,130229,947028,NA,NA,11488,2221,3468,64566,NA,75,NA,2296,68034,54285,810925,84018,369158,49940,NA,81203,99999,65386,13668
         Federal Express Corporation         ,2008-01-01T00:00:00Z,2,843910,23611,867521,NA,7872,2146,691,NA,629385,NA,NA,7872,691,629385,227427,NA,115947,293593,95847,NA,59179,NA,29063,223288
           American Airlines Inc.            ,2009-01-01T00:00:00Z,2,225534,-21874,203660,NA,NA,1983,723,4650,15247,NA,4305,NA,5028,19897,32514,144238,21899,78173,23363,NA,27615,25318,12762,23522
            Delta Air Lines Inc.             ,2009-01-01T00:00:00Z,2,102778,-15602,87176,NA,NA,41,3925,75,6847,NA,2060,NA,5985,6922,14767,59461,10590,45023,4482,NA,6860,6226,5317,19236
         Federal Express Corporation         ,2009-01-01T00:00:00Z,2,624061,-10715,613346,NA,3507,899,865,NA,422445,NA,NA,3507,865,422445,185630,NA,85729,167090,81642,NA,50058,NA,21699,190212
           American Airlines Inc.            ,2010-01-01T00:00:00Z,2,268442,5206,273648,NA,NA,1081,841,6653,32134,NA,5293,NA,6134,38787,40586,187060,26252,105922,19475,NA,28959,28065,16983,28688
            Delta Air Lines Inc.             ,2010-01-01T00:00:00Z,2,695175,89001,784176,NA,NA,132,23220,31,59840,NA,18415,NA,41635,59871,34058,648480,105133,282718,30497,NA,45883,52402,50700,105085
         Federal Express Corporation         ,2010-01-01T00:00:00Z,2,848332,177563,1025895,NA,5810,99,1335,NA,723907,NA,NA,5810,1335,723907,294744,NA,107140,259915,97099,NA,74284,NA,25979,247245
